,species,genus,family,species.relative,genus.relative
3123,Albuca tenuis,Albuca,Asparagaceae,NA,Albuca
3124,Albuca variegata,Albuca,Asparagaceae,NA,Albuca
3125,Albuca virens,Albuca,Asparagaceae,NA,Albuca
3126,Anthericum angustifolium,Anthericum,Asparagaceae,NA,Anthericum
3127,Anthericum corymbosum,Anthericum,Asparagaceae,NA,Anthericum
3128,Anthericum neghellense,Anthericum,Asparagaceae,NA,Anthericum
3129,Asparagus acocksii,Asparagus,Asparagaceae,NA,Asparagus
3130,Asparagus aethiopicus,Asparagus,Asparagaceae,NA,Asparagus
3131,Asparagus africanus,Asparagus,Asparagaceae,NA,Asparagus
3132,Asparagus angolensis,Asparagus,Asparagaceae,NA,Asparagus
3133,Asparagus angusticladus,Asparagus,Asparagaceae,NA,Asparagus
3134,Asparagus aridicola,Asparagus,Asparagaceae,NA,Asparagus
3135,Asparagus asiaticus,Asparagus,Asparagaceae,NA,Asparagus
3136,Asparagus asparagoides,Asparagus,Asparagaceae,NA,Asparagus
3137,Asparagus aspergillus,Asparagus,Asparagaceae,NA,Asparagus
3138,Asparagus buchananii,Asparagus,Asparagaceae,NA,Asparagus
3139,Asparagus capensis,Asparagus,Asparagaceae,NA,Asparagus
3140,Asparagus deflexus,Asparagus,Asparagaceae,NA,Asparagus
3141,Asparagus denudatus,Asparagus,Asparagaceae,NA,Asparagus
3142,Asparagus drepanophyllus,Asparagus,Asparagaceae,NA,Asparagus
3143,Asparagus exuvialis,Asparagus,Asparagaceae,NA,Asparagus
3144,Asparagus falcatus,Asparagus,Asparagaceae,NA,Asparagus
3145,Asparagus filicladus,Asparagus,Asparagaceae,NA,Asparagus
3146,Asparagus flagellaris,Asparagus,Asparagaceae,NA,Asparagus
3147,Asparagus homblei,Asparagus,Asparagaceae,NA,Asparagus
3148,Asparagus humilis,Asparagus,Asparagaceae,NA,Asparagus
3149,Asparagus katangensis,Asparagus,Asparagaceae,NA,Asparagus
3150,Asparagus krebsianus,Asparagus,Asparagaceae,NA,Asparagus
3151,Asparagus laricinus,Asparagus,Asparagaceae,NA,Asparagus
3152,Asparagus leptocladodius,Asparagus,Asparagaceae,NA,Asparagus
3153,Asparagus migeodii,Asparagus,Asparagaceae,NA,Asparagus
3154,Asparagus nelsii,Asparagus,Asparagaceae,NA,Asparagus
3155,Asparagus oliveri,Asparagus,Asparagaceae,NA,Asparagus
3156,Asparagus pubescens,Asparagus,Asparagaceae,NA,Asparagus
3157,Asparagus racemosus,Asparagus,Asparagaceae,NA,Asparagus
3158,Asparagus retrofractus,Asparagus,Asparagaceae,NA,Asparagus
3159,Asparagus rubicundus,Asparagus,Asparagaceae,NA,Asparagus
3160,Asparagus sapinii,Asparagus,Asparagaceae,NA,Asparagus
3161,Asparagus scaberulus,Asparagus,Asparagaceae,NA,Asparagus
3162,Asparagus schroederi,Asparagus,Asparagaceae,NA,Asparagus
3163,Asparagus setaceus,Asparagus,Asparagaceae,NA,Asparagus
3164,Asparagus squarrosus,Asparagus,Asparagaceae,NA,Asparagus
3165,Asparagus suaveolens,Asparagus,Asparagaceae,NA,Asparagus
3166,Asparagus subulatus,Asparagus,Asparagaceae,NA,Asparagus
3167,Asparagus usambarensis,Asparagus,Asparagaceae,NA,Asparagus
3168,Asparagus virgatus,Asparagus,Asparagaceae,NA,Asparagus
3169,Asparagus warneckei,Asparagus,Asparagaceae,NA,Asparagus
3170,Asparagus altissimus,Asparagus,Asparagaceae,NA,Asparagus
3171,Asparagus scoparius,Asparagus,Asparagaceae,NA,Asparagus
3172,Behnia reticulata,Behnia,Asparagaceae,NA,Behnia
3173,Bowiea volubilis,Bowiea,Asparagaceae,NA,Bowiea
3174,Charybdis maritima,Charybdis,Asparagaceae,NA,Charybdis
3175,Chlorophytum affine,Chlorophytum,Asparagaceae,NA,Chlorophytum
3176,Chlorophytum africanum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3177,Chlorophytum alismifolium,Chlorophytum,Asparagaceae,NA,Chlorophytum
3178,Chlorophytum altum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3179,Chlorophytum amplexicaule,Chlorophytum,Asparagaceae,NA,Chlorophytum
3180,Chlorophytum andongense,Chlorophytum,Asparagaceae,NA,Chlorophytum
3181,Chlorophytum angulicaule,Chlorophytum,Asparagaceae,NA,Chlorophytum
3182,Chlorophytum angustissimum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3183,Chlorophytum applanatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3184,Chlorophytum arcuatoramosum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3185,Chlorophytum blepharophyllum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3186,Chlorophytum bowkeri,Chlorophytum,Asparagaceae,NA,Chlorophytum
3187,Chlorophytum brachystachyum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3188,Chlorophytum burundiense,Chlorophytum,Asparagaceae,NA,Chlorophytum
3189,Chlorophytum calyptrocarpum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3190,Chlorophytum cameronii,Chlorophytum,Asparagaceae,NA,Chlorophytum
3191,Chlorophytum clarae,Chlorophytum,Asparagaceae,NA,Chlorophytum
3192,Chlorophytum collinum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3193,Chlorophytum colubrinum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3194,Chlorophytum comosum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3195,Chlorophytum cooperi,Chlorophytum,Asparagaceae,NA,Chlorophytum
3196,Chlorophytum cordifolium,Chlorophytum,Asparagaceae,NA,Chlorophytum
3197,Chlorophytum debile,Chlorophytum,Asparagaceae,NA,Chlorophytum
3198,Chlorophytum ducis-aprutii,Chlorophytum,Asparagaceae,NA,Chlorophytum
3199,Chlorophytum fasciculatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3200,Chlorophytum filipendulum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3201,Chlorophytum fischeri,Chlorophytum,Asparagaceae,NA,Chlorophytum
3202,Chlorophytum floribundum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3203,Chlorophytum gallabatense,Chlorophytum,Asparagaceae,NA,Chlorophytum
3204,Chlorophytum galpinii,Chlorophytum,Asparagaceae,NA,Chlorophytum
3205,Chlorophytum geophilum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3206,Chlorophytum goetzei,Chlorophytum,Asparagaceae,NA,Chlorophytum
3207,Chlorophytum heynei,Chlorophytum,Asparagaceae,NA,Chlorophytum
3208,Chlorophytum hirsutum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3209,Chlorophytum holstii,Chlorophytum,Asparagaceae,NA,Chlorophytum
3210,Chlorophytum humifusum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3211,Chlorophytum hysteranthum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3212,Chlorophytum immaculatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3213,Chlorophytum inornatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3214,Chlorophytum katangense,Chlorophytum,Asparagaceae,NA,Chlorophytum
3215,Chlorophytum krauseanum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3216,Chlorophytum krookianum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3217,Chlorophytum lancifolium,Chlorophytum,Asparagaceae,NA,Chlorophytum
3218,Chlorophytum laxum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3219,Chlorophytum leptoneurum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3220,Chlorophytum limosum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3221,Chlorophytum littorale,Chlorophytum,Asparagaceae,NA,Chlorophytum
3222,Chlorophytum longifolium,Chlorophytum,Asparagaceae,NA,Chlorophytum
3223,Chlorophytum macrophyllum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3224,Chlorophytum macrosporum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3225,Chlorophytum micranthum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3226,Chlorophytum minor,Chlorophytum,Asparagaceae,NA,Chlorophytum
3227,Chlorophytum nidulans,Chlorophytum,Asparagaceae,NA,Chlorophytum
3228,Chlorophytum nigericum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3229,Chlorophytum nubicum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3230,Chlorophytum nyasae,Chlorophytum,Asparagaceae,NA,Chlorophytum
3231,Chlorophytum nzii,Chlorophytum,Asparagaceae,NA,Chlorophytum
3232,Chlorophytum orchidastrum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3233,Chlorophytum paucinervatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3234,Chlorophytum pauper,Chlorophytum,Asparagaceae,NA,Chlorophytum
3235,Chlorophytum perfoliatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3236,Chlorophytum petrophilum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3237,Chlorophytum polyphyllum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3238,Chlorophytum polystachys,Chlorophytum,Asparagaceae,NA,Chlorophytum
3239,Chlorophytum pubiflorum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3240,Chlorophytum pubirachis,Chlorophytum,Asparagaceae,NA,Chlorophytum
3241,Chlorophytum pusillum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3242,Chlorophytum pygmaeum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3243,Chlorophytum ramosissimum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3244,Chlorophytum recurvifolium,Chlorophytum,Asparagaceae,NA,Chlorophytum
3245,Chlorophytum rhizopendulum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3246,Chlorophytum ruahense,Chlorophytum,Asparagaceae,NA,Chlorophytum
3247,Chlorophytum rubribracteatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3248,Chlorophytum saundersiae,Chlorophytum,Asparagaceae,NA,Chlorophytum
3249,Chlorophytum senegalense,Chlorophytum,Asparagaceae,NA,Chlorophytum
3250,Chlorophytum silvaticum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3251,Chlorophytum somaliense,Chlorophytum,Asparagaceae,NA,Chlorophytum
3252,Chlorophytum sparsiflorum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3253,Chlorophytum sphacelatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3254,Chlorophytum sphagnicolum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3255,Chlorophytum staudtii,Chlorophytum,Asparagaceae,NA,Chlorophytum
3256,Chlorophytum stenopetalum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3257,Chlorophytum stolzii,Chlorophytum,Asparagaceae,NA,Chlorophytum
3258,Chlorophytum subpetiolatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3259,Chlorophytum suffruticosum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3260,Chlorophytum tenerrimum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3261,Chlorophytum tetraphyllum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3262,Chlorophytum tuberosum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3263,Chlorophytum undulatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3264,Chlorophytum vaginatum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3265,Chlorophytum velutinum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3266,Chlorophytum vestitum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3267,Chlorophytum viridescens,Chlorophytum,Asparagaceae,NA,Chlorophytum
3268,Chlorophytum warneckei,Chlorophytum,Asparagaceae,NA,Chlorophytum
3269,Chlorophytum zavattarii,Chlorophytum,Asparagaceae,NA,Chlorophytum
3270,Chlorophytum zingiberastrum,Chlorophytum,Asparagaceae,NA,Chlorophytum
3271,Cordyline fruticosa,Cordyline,Asparagaceae,NA,Cordyline
3272,Dipcadi bakerianum,Dipcadi,Asparagaceae,NA,Dipcadi
3273,Dipcadi ciliare,Dipcadi,Asparagaceae,NA,Dipcadi
3274,Dipcadi crispum,Dipcadi,Asparagaceae,NA,Dipcadi
3275,Dipcadi gracillimum,Dipcadi,Asparagaceae,NA,Dipcadi
3276,Dipcadi hyacinthoides,Dipcadi,Asparagaceae,NA,Dipcadi
3277,Dipcadi longifolium,Dipcadi,Asparagaceae,NA,Dipcadi
3278,Dipcadi marlothii,Dipcadi,Asparagaceae,NA,Dipcadi
3279,Dipcadi tacazzeanum,Dipcadi,Asparagaceae,NA,Dipcadi
3280,Dipcadi vaginatum,Dipcadi,Asparagaceae,NA,Dipcadi
3281,Dipcadi viride,Dipcadi,Asparagaceae,NA,Dipcadi
3282,Dracaena acaulis,Dracaena,Asparagaceae,NA,Dracaena
3283,Dracaena acutissima,Dracaena,Asparagaceae,NA,Dracaena
3284,Dracaena adamii,Dracaena,Asparagaceae,NA,Dracaena
3285,Dracaena afromontana,Dracaena,Asparagaceae,NA,Dracaena
3286,Dracaena aletriformis,Dracaena,Asparagaceae,NA,Dracaena
3287,Dracaena arborea,Dracaena,Asparagaceae,NA,Dracaena
3288,Dracaena arundinacea,Dracaena,Asparagaceae,NA,Dracaena
3289,Dracaena aubryana,Dracaena,Asparagaceae,NA,Dracaena
3290,Dracaena bicolor,Dracaena,Asparagaceae,NA,Dracaena
3291,Dracaena bicolor aff.,Dracaena,Asparagaceae,NA,Dracaena
3292,Dracaena braunii,Dracaena,Asparagaceae,NA,Dracaena
3293,Dracaena bueana,Dracaena,Asparagaceae,NA,Dracaena
3294,Dracaena bushi,Dracaena,Asparagaceae,NA,Dracaena
3295,Dracaena butayei,Dracaena,Asparagaceae,NA,Dracaena
3296,Dracaena calocephala,Dracaena,Asparagaceae,NA,Dracaena
3297,Dracaena cerasifera,Dracaena,Asparagaceae,NA,Dracaena
3298,Dracaena congensis,Dracaena,Asparagaceae,NA,Dracaena
3299,Dracaena congoensis,Dracaena,Asparagaceae,NA,Dracaena
3300,Dracaena cristula,Dracaena,Asparagaceae,NA,Dracaena
3301,Dracaena crystalensis,Dracaena,Asparagaceae,NA,Dracaena
3302,Dracaena draco,Dracaena,Asparagaceae,NA,Dracaena
3303,Dracaena ellenbeckiana,Dracaena,Asparagaceae,NA,Dracaena
3304,Dracaena elliptica,Dracaena,Asparagaceae,NA,Dracaena
3305,Dracaena fragrans,Dracaena,Asparagaceae,NA,Dracaena
3306,Dracaena gazaensis,Dracaena,Asparagaceae,NA,Dracaena
3307,Dracaena glomerata,Dracaena,Asparagaceae,NA,Dracaena
3308,Dracaena goldieana,Dracaena,Asparagaceae,NA,Dracaena
3309,Dracaena haemanthioides,Dracaena,Asparagaceae,NA,Dracaena
3310,Dracaena kindtiana,Dracaena,Asparagaceae,NA,Dracaena
3311,Dracaena laxissima,Dracaena,Asparagaceae,NA,Dracaena
3312,Dracaena mannii,Dracaena,Asparagaceae,NA,Dracaena
3313,Dracaena marina,Dracaena,Asparagaceae,NA,Dracaena
3314,Dracaena mildbraedii,Dracaena,Asparagaceae,NA,Dracaena
3315,Dracaena mokoko,Dracaena,Asparagaceae,NA,Dracaena
3316,Dracaena nitens,Dracaena,Asparagaceae,NA,Dracaena
3317,Dracaena nyangensis,Dracaena,Asparagaceae,NA,Dracaena
3318,Dracaena ombet,Dracaena,Asparagaceae,NA,Dracaena
3319,Dracaena ovata,Dracaena,Asparagaceae,NA,Dracaena
3320,Dracaena perrottetii,Dracaena,Asparagaceae,NA,Dracaena
3321,Dracaena phanerophlebia,Dracaena,Asparagaceae,NA,Dracaena
3322,Dracaena phrynioides,Dracaena,Asparagaceae,NA,Dracaena
3323,Dracaena poggei,Dracaena,Asparagaceae,NA,Dracaena
3324,Dracaena praetermissa,Dracaena,Asparagaceae,NA,Dracaena
3325,Dracaena pseudoreflexa,Dracaena,Asparagaceae,NA,Dracaena
3326,Dracaena reflexa,Dracaena,Asparagaceae,NA,Dracaena
3327,Dracaena scabra,Dracaena,Asparagaceae,NA,Dracaena
3328,Dracaena schizantha,Dracaena,Asparagaceae,NA,Dracaena
3329,Dracaena sessilifolia,Dracaena,Asparagaceae,NA,Dracaena
3330,Dracaena steudneri,Dracaena,Asparagaceae,NA,Dracaena
3331,Dracaena surculosa,Dracaena,Asparagaceae,NA,Dracaena
3332,Dracaena tholloniana,Dracaena,Asparagaceae,NA,Dracaena
3333,Dracaena transvaalensis,Dracaena,Asparagaceae,NA,Dracaena
3334,Dracaena vadensis,Dracaena,Asparagaceae,NA,Dracaena
3335,Dracaena viridiflora,Dracaena,Asparagaceae,NA,Dracaena
3336,Drimia altissima,Drimia,Asparagaceae,NA,Drimia
3337,Drimia brachystachys,Drimia,Asparagaceae,NA,Drimia
3338,Drimia calcarata,Drimia,Asparagaceae,NA,Drimia
3339,Drimia coleae,Drimia,Asparagaceae,NA,Drimia
3340,Drimia elata,Drimia,Asparagaceae,NA,Drimia
3341,Drimia glaucescens,Drimia,Asparagaceae,NA,Drimia
3342,Drimia hockii,Drimia,Asparagaceae,NA,Drimia
3343,Drimia indica,Drimia,Asparagaceae,NA,Drimia
3344,Drimia macrocentra,Drimia,Asparagaceae,NA,Drimia
3345,Drimia modesta,Drimia,Asparagaceae,NA,Drimia
3346,Drimia porphyrantha,Drimia,Asparagaceae,NA,Drimia
3347,Drimiopsis botryoides,Drimiopsis,Asparagaceae,NA,Drimiopsis
3348,Drimiopsis burkei,Drimiopsis,Asparagaceae,NA,Drimiopsis
3349,Drimiopsis maculata,Drimiopsis,Asparagaceae,NA,Drimiopsis
3350,Drimiopsis barteri,Drimiopsis,Asparagaceae,NA,Drimiopsis
3351,Eriospermum andongense,Eriospermum,Asparagaceae,NA,Eriospermum
3352,Eriospermum cecilii,Eriospermum,Asparagaceae,NA,Eriospermum
3353,Eriospermum flagelliforme,Eriospermum,Asparagaceae,NA,Eriospermum
3354,Eriospermum kiboense,Eriospermum,Asparagaceae,NA,Eriospermum
3355,Eriospermum kirkii,Eriospermum,Asparagaceae,NA,Eriospermum
3356,Eriospermum mackenii,Eriospermum,Asparagaceae,NA,Eriospermum
3357,Eriospermum multifidum,Eriospermum,Asparagaceae,NA,Eriospermum
3358,Eriospermum porphyrovalve,Eriospermum,Asparagaceae,NA,Eriospermum
3359,Eriospermum triphyllum,Eriospermum,Asparagaceae,NA,Eriospermum
3360,Eriospermum vallis gratiae,Eriospermum,Asparagaceae,NA,Eriospermum
3361,Eucomis autumnalis,Eucomis,Asparagaceae,NA,Eucomis
3362,Eucomis bicolor,Eucomis,Asparagaceae,NA,Eucomis
3363,Eucomis comosa,Eucomis,Asparagaceae,NA,Eucomis
3364,Eucomis humilis,Eucomis,Asparagaceae,NA,Eucomis
3365,Eucomis pallidiflora,Eucomis,Asparagaceae,NA,Eucomis
3366,Eucomis vandermerwei,Eucomis,Asparagaceae,NA,Eucomis
3367,Eucomis zambesiaca,Eucomis,Asparagaceae,NA,Eucomis
3368,Lachenalia carnosa,Lachenalia,Asparagaceae,NA,Lachenalia
3369,Lachenalia neglecta,Lachenalia,Asparagaceae,NA,Lachenalia
3370,Lachenalia peersii,Lachenalia,Asparagaceae,NA,Lachenalia
3371,Lachenalia purpureo-caerulea,Lachenalia,Asparagaceae,NA,Lachenalia
3372,Lachenalia salteri,Lachenalia,Asparagaceae,NA,Lachenalia
3373,Lachenalia unicolor,Lachenalia,Asparagaceae,NA,Lachenalia
3374,Lachenalia unifolia,Lachenalia,Asparagaceae,NA,Lachenalia
3375,Lachenalia violacea,Lachenalia,Asparagaceae,NA,Lachenalia
3376,Ledebouria sudanica,Ledebouria,Asparagaceae,NA,Ledebouria
3377,Massonia bifolia,Massonia,Asparagaceae,NA,Massonia
3378,Ornithogalum dubium,Ornithogalum,Asparagaceae,NA,Ornithogalum
3379,Ornithogalum ecklonii,Ornithogalum,Asparagaceae,NA,Ornithogalum
3380,Ornithogalum graminifolium,Ornithogalum,Asparagaceae,NA,Ornithogalum
3381,Ornithogalum hispidum,Ornithogalum,Asparagaceae,NA,Ornithogalum
3382,Ornithogalum juncifolium,Ornithogalum,Asparagaceae,NA,Ornithogalum
3383,Ornithogalum niveum,Ornithogalum,Asparagaceae,NA,Ornithogalum
3384,Ornithogalum oreogonum,Ornithogalum,Asparagaceae,NA,Ornithogalum
3385,Ornithogalum pruinosum,Ornithogalum,Asparagaceae,NA,Ornithogalum
3386,Ornithogalum regale,Ornithogalum,Asparagaceae,NA,Ornithogalum
3387,Ornithogalum seineri,Ornithogalum,Asparagaceae,NA,Ornithogalum
3388,Ornithogalum sordidum,Ornithogalum,Asparagaceae,NA,Ornithogalum
3389,Ornithogalum tenuifolium,Ornithogalum,Asparagaceae,NA,Ornithogalum
3390,Ornithogalum thyrsoides,Ornithogalum,Asparagaceae,NA,Ornithogalum
3391,Ornithogalum zebrinum,Ornithogalum,Asparagaceae,NA,Ornithogalum
3392,Protasparagus laricinus,Protasparagus,Asparagaceae,NA,Protasparagus
3393,Pseudogaltonia clavata,Pseudogaltonia,Asparagaceae,NA,Pseudogaltonia
3394,Sansevieria aethiopica,Sansevieria,Asparagaceae,NA,Sansevieria
3395,Sansevieria arborescens,Sansevieria,Asparagaceae,NA,Sansevieria
3396,Sansevieria bacularis,Sansevieria,Asparagaceae,NA,Sansevieria
3397,Sansevieria bagamoyensis,Sansevieria,Asparagaceae,NA,Sansevieria
3398,Sansevieria ballyi,Sansevieria,Asparagaceae,NA,Sansevieria
3399,Sansevieria bella,Sansevieria,Asparagaceae,NA,Sansevieria
3400,Sansevieria bracteata,Sansevieria,Asparagaceae,NA,Sansevieria
3401,Sansevieria canaliculata,Sansevieria,Asparagaceae,NA,Sansevieria
3402,Sansevieria concinna,Sansevieria,Asparagaceae,NA,Sansevieria
3403,Sansevieria conspicua,Sansevieria,Asparagaceae,NA,Sansevieria
3404,Sansevieria cylindrica,Sansevieria,Asparagaceae,NA,Sansevieria
3405,Sansevieria dawei,Sansevieria,Asparagaceae,NA,Sansevieria
3406,Sansevieria dooneri,Sansevieria,Asparagaceae,NA,Sansevieria
3407,Sansevieria ehrenbergii,Sansevieria,Asparagaceae,NA,Sansevieria
3408,Sansevieria fischeri,Sansevieria,Asparagaceae,NA,Sansevieria
3409,Sansevieria forskaliana,Sansevieria,Asparagaceae,NA,Sansevieria
3410,Sansevieria gracilis,Sansevieria,Asparagaceae,NA,Sansevieria
3411,Sansevieria kirkii,Sansevieria,Asparagaceae,NA,Sansevieria
3412,Sansevieria liberica,Sansevieria,Asparagaceae,NA,Sansevieria
3413,Sansevieria longiflora,Sansevieria,Asparagaceae,NA,Sansevieria
3414,Sansevieria metallica,Sansevieria,Asparagaceae,NA,Sansevieria
3415,Sansevieria nilotica,Sansevieria,Asparagaceae,NA,Sansevieria
3416,Sansevieria parva,Sansevieria,Asparagaceae,NA,Sansevieria
3417,Sansevieria patens,Sansevieria,Asparagaceae,NA,Sansevieria
3418,Sansevieria pearsonii,Sansevieria,Asparagaceae,NA,Sansevieria
3419,Sansevieria pedicellata,Sansevieria,Asparagaceae,NA,Sansevieria
3420,Sansevieria phillipsiae,Sansevieria,Asparagaceae,NA,Sansevieria
3421,Sansevieria powellii,Sansevieria,Asparagaceae,NA,Sansevieria
3422,Sansevieria raffillii,Sansevieria,Asparagaceae,NA,Sansevieria
3423,Sansevieria robusta,Sansevieria,Asparagaceae,NA,Sansevieria
3424,Sansevieria senegambica,Sansevieria,Asparagaceae,NA,Sansevieria
3425,Sansevieria stuckyi,Sansevieria,Asparagaceae,NA,Sansevieria
3426,Sansevieria subspicata,Sansevieria,Asparagaceae,NA,Sansevieria
3427,Sansevieria suffruticosa,Sansevieria,Asparagaceae,NA,Sansevieria
3428,Sansevieria trifasciata,Sansevieria,Asparagaceae,NA,Sansevieria
3429,Sansevieria volkensii,Sansevieria,Asparagaceae,NA,Sansevieria
3430,Sansevieria hyacinthoides,Sansevieria,Asparagaceae,NA,Sansevieria
3431,Schizobasis intricata,Schizobasis,Asparagaceae,NA,Schizobasis
3432,Schizocarphus nervosus,Schizocarphus,Asparagaceae,NA,Schizocarphus
3433,Scilla achtenii,Scilla,Asparagaceae,NA,Scilla
3434,Scilla engleri,Scilla,Asparagaceae,NA,Scilla
3435,Scilla katendensis,Scilla,Asparagaceae,NA,Scilla
3436,Scilla ledienii,Scilla,Asparagaceae,NA,Scilla
3437,Scilla nervosa,Scilla,Asparagaceae,NA,Scilla
3438,Scilla verdickii,Scilla,Asparagaceae,NA,Scilla
3439,Scilla werneri,Scilla,Asparagaceae,NA,Scilla
3440,Urginea maritima,Urginea,Asparagaceae,NA,Urginea
3441,Urginea micrantha,Urginea,Asparagaceae,NA,Urginea
3442,Urginea nyasae,Urginea,Asparagaceae,NA,Urginea
3443,Urginea psilostachya,Urginea,Asparagaceae,NA,Urginea
3444,Urginea rubella,Urginea,Asparagaceae,NA,Urginea
3445,Urginea sanguinea,Urginea,Asparagaceae,NA,Urginea
3446,Furcraea foetida,Furcraea,Asparagaceae,NA,Furcraea
3447,Amauropelta bergiana,Amauropelta,Aspleniaceae,NA,Amauropelta
3448,Asplenium abyssinicum,Asplenium,Aspleniaceae,NA,Asplenium
3449,Asplenium actiniopteroides,Asplenium,Aspleniaceae,NA,Asplenium
3450,Asplenium adamsii,Asplenium,Aspleniaceae,NA,Asplenium
3451,Asplenium adiantum-nigrum,Asplenium,Aspleniaceae,NA,Asplenium
3452,Asplenium aethiopicum,Asplenium,Aspleniaceae,NA,Asplenium
3453,Asplenium africanum,Asplenium,Aspleniaceae,NA,Asplenium
3454,Asplenium amoenum,Asplenium,Aspleniaceae,NA,Asplenium
3455,Asplenium angolense,Asplenium,Aspleniaceae,NA,Asplenium
3456,Asplenium anisophyllum,Asplenium,Aspleniaceae,NA,Asplenium
3457,Asplenium annetii,Asplenium,Aspleniaceae,NA,Asplenium
3458,Asplenium atroviride,Asplenium,Aspleniaceae,NA,Asplenium
3459,Asplenium barteri,Asplenium,Aspleniaceae,NA,Asplenium
3460,Asplenium biafranum,Asplenium,Aspleniaceae,NA,Asplenium
3461,Asplenium blastophorum,Asplenium,Aspleniaceae,NA,Asplenium
3462,Asplenium boltonii,Asplenium,Aspleniaceae,NA,Asplenium
3463,Asplenium brausei,Asplenium,Aspleniaceae,NA,Asplenium
3464,Asplenium buettneri,Asplenium,Aspleniaceae,NA,Asplenium
3465,Asplenium bugoiense,Asplenium,Aspleniaceae,NA,Asplenium
3466,Asplenium burundense,Asplenium,Aspleniaceae,NA,Asplenium
3467,Asplenium cancellatum,Asplenium,Aspleniaceae,NA,Asplenium
3468,Asplenium ceii,Asplenium,Aspleniaceae,NA,Asplenium
3469,Asplenium centrafricanum,Asplenium,Aspleniaceae,NA,Asplenium
3470,Asplenium ceterach,Asplenium,Aspleniaceae,NA,Asplenium
3471,Asplenium chaseanum,Asplenium,Aspleniaceae,NA,Asplenium
3472,Asplenium christii,Asplenium,Aspleniaceae,NA,Asplenium
3473,Asplenium cordatum,Asplenium,Aspleniaceae,NA,Asplenium
3474,Asplenium cornutum,Asplenium,Aspleniaceae,NA,Asplenium
3475,Asplenium cuneatum,Asplenium,Aspleniaceae,NA,Asplenium
3476,Asplenium currorii,Asplenium,Aspleniaceae,NA,Asplenium
3477,Asplenium demerkense,Asplenium,Aspleniaceae,NA,Asplenium
3478,Asplenium diplazisorum,Asplenium,Aspleniaceae,NA,Asplenium
3479,Asplenium dregeanum,Asplenium,Aspleniaceae,NA,Asplenium
3480,Asplenium elliottii,Asplenium,Aspleniaceae,NA,Asplenium
3481,Asplenium emarginatum,Asplenium,Aspleniaceae,NA,Asplenium
3482,Asplenium erectum,Asplenium,Aspleniaceae,NA,Asplenium
