,species,genus,family,species.relative,genus.relative
391,Duosperma densiflorum,Duosperma,Acanthaceae,NA,Duosperma
392,Duosperma eremophilum,Duosperma,Acanthaceae,NA,Duosperma
393,Duosperma fimbriatum,Duosperma,Acanthaceae,NA,Duosperma
394,Duosperma glabratum,Duosperma,Acanthaceae,NA,Duosperma
395,Duosperma grandiflorum,Duosperma,Acanthaceae,NA,Duosperma
396,Duosperma kilimandscharicum,Duosperma,Acanthaceae,NA,Duosperma
397,Duosperma livingstoniense,Duosperma,Acanthaceae,NA,Duosperma
398,Duosperma longebracteolatum,Duosperma,Acanthaceae,NA,Duosperma
399,Duosperma longicalyx,Duosperma,Acanthaceae,NA,Duosperma
400,Duosperma nudantherum,Duosperma,Acanthaceae,NA,Duosperma
401,Duosperma porotoense,Duosperma,Acanthaceae,NA,Duosperma
402,Duosperma quadrangulare,Duosperma,Acanthaceae,NA,Duosperma
403,Duosperma sessilifolium,Duosperma,Acanthaceae,NA,Duosperma
404,Duosperma tanzaniense,Duosperma,Acanthaceae,NA,Duosperma
405,Duosperma trachyphyllum,Duosperma,Acanthaceae,NA,Duosperma
406,Duvernoia bruneelii,Duvernoia,Acanthaceae,NA,Duvernoia
407,Duvernoia pynaertii,Duvernoia,Acanthaceae,NA,Duvernoia
408,Duvernoia verdickii,Duvernoia,Acanthaceae,NA,Duvernoia
409,Dyschoriste albiflora,Dyschoriste,Acanthaceae,NA,Dyschoriste
410,Dyschoriste bayensis,Dyschoriste,Acanthaceae,NA,Dyschoriste
411,Dyschoriste brachycalyx,Dyschoriste,Acanthaceae,NA,Dyschoriste
412,Dyschoriste clinopodioides,Dyschoriste,Acanthaceae,NA,Dyschoriste
413,Dyschoriste erecta,Dyschoriste,Acanthaceae,NA,Dyschoriste
414,Dyschoriste fruticulosa,Dyschoriste,Acanthaceae,NA,Dyschoriste
415,Dyschoriste heudelotiana,Dyschoriste,Acanthaceae,NA,Dyschoriste
416,Dyschoriste hildebrandtii,Dyschoriste,Acanthaceae,NA,Dyschoriste
417,Dyschoriste keniensis,Dyschoriste,Acanthaceae,NA,Dyschoriste
418,Dyschoriste kitongaensis,Dyschoriste,Acanthaceae,NA,Dyschoriste
419,Dyschoriste multicaulis,Dyschoriste,Acanthaceae,NA,Dyschoriste
420,Dyschoriste mutica,Dyschoriste,Acanthaceae,NA,Dyschoriste
421,Dyschoriste nagchana,Dyschoriste,Acanthaceae,NA,Dyschoriste
422,Dyschoriste nyassica,Dyschoriste,Acanthaceae,NA,Dyschoriste
423,Dyschoriste pedicellata,Dyschoriste,Acanthaceae,NA,Dyschoriste
424,Dyschoriste pilifera,Dyschoriste,Acanthaceae,NA,Dyschoriste
425,Dyschoriste radicans,Dyschoriste,Acanthaceae,NA,Dyschoriste
426,Dyschoriste rogersii,Dyschoriste,Acanthaceae,NA,Dyschoriste
427,Dyschoriste sallyae,Dyschoriste,Acanthaceae,NA,Dyschoriste
428,Dyschoriste subquadrangularis,Dyschoriste,Acanthaceae,NA,Dyschoriste
429,Dyschoriste tanganyikensis,Dyschoriste,Acanthaceae,NA,Dyschoriste
430,Dyschoriste tanzaniensis,Dyschoriste,Acanthaceae,NA,Dyschoriste
431,Dyschoriste thunbergiiflora,Dyschoriste,Acanthaceae,NA,Dyschoriste
432,Dyschoriste transvaalensis,Dyschoriste,Acanthaceae,NA,Dyschoriste
433,Dyschoriste trichocalyx,Dyschoriste,Acanthaceae,NA,Dyschoriste
434,Dyschoriste tubicalyx,Dyschoriste,Acanthaceae,NA,Dyschoriste
435,Dyschoriste verticillaris,Dyschoriste,Acanthaceae,NA,Dyschoriste
436,Dyschoriste zambiana,Dyschoriste,Acanthaceae,NA,Dyschoriste
437,Ecbolium albiflorum,Ecbolium,Acanthaceae,NA,Ecbolium
438,Ecbolium amplexicaule,Ecbolium,Acanthaceae,NA,Ecbolium
439,Ecbolium boranense,Ecbolium,Acanthaceae,NA,Ecbolium
440,Ecbolium clarkei,Ecbolium,Acanthaceae,NA,Ecbolium
441,Ecbolium gymnostachyum,Ecbolium,Acanthaceae,NA,Ecbolium
442,Ecbolium hastatum,Ecbolium,Acanthaceae,NA,Ecbolium
443,Ecbolium linneanum,Ecbolium,Acanthaceae,NA,Ecbolium
444,Ecbolium striatum,Ecbolium,Acanthaceae,NA,Ecbolium
445,Ecbolium subcordatum,Ecbolium,Acanthaceae,NA,Ecbolium
446,Ecbolium tanzaniense,Ecbolium,Acanthaceae,NA,Ecbolium
447,Ecbolium viride,Ecbolium,Acanthaceae,NA,Ecbolium
448,Elytraria acaulis,Elytraria,Acanthaceae,NA,Elytraria
449,Elytraria ivorensis,Elytraria,Acanthaceae,NA,Elytraria
450,Elytraria marginata,Elytraria,Acanthaceae,NA,Elytraria
451,Elytraria maritima,Elytraria,Acanthaceae,NA,Elytraria
452,Elytraria minor,Elytraria,Acanthaceae,NA,Elytraria
453,Epiclastopelma glandulosum,Epiclastopelma,Acanthaceae,NA,Epiclastopelma
454,Epiclastopelma macranthum,Epiclastopelma,Acanthaceae,NA,Epiclastopelma
455,Epiclastopelma marroninus,Epiclastopelma,Acanthaceae,NA,Epiclastopelma
456,Eremomastax speciosa,Eremomastax,Acanthaceae,NA,Eremomastax
457,Filetia africana,Filetia,Acanthaceae,NA,Filetia
458,Graptophyllum glandulosum,Graptophyllum,Acanthaceae,NA,Graptophyllum
459,Heteradelphia paulojaegeria,Heteradelphia,Acanthaceae,NA,Heteradelphia
460,Hombertia mayumbensis,Hombertia,Acanthaceae,NA,Hombertia
461,Hygrophila abyssinica,Hygrophila,Acanthaceae,NA,Hygrophila
462,Hygrophila africana,Hygrophila,Acanthaceae,NA,Hygrophila
463,Hygrophila asteracanthoides,Hygrophila,Acanthaceae,NA,Hygrophila
464,Hygrophila auriculata,Hygrophila,Acanthaceae,NA,Hygrophila
465,Hygrophila barbata,Hygrophila,Acanthaceae,NA,Hygrophila
466,Hygrophila borellii,Hygrophila,Acanthaceae,NA,Hygrophila
467,Hygrophila brevituba,Hygrophila,Acanthaceae,NA,Hygrophila
468,Hygrophila cataractae,Hygrophila,Acanthaceae,NA,Hygrophila
469,Hygrophila didynama,Hygrophila,Acanthaceae,NA,Hygrophila
470,Hygrophila gracillima,Hygrophila,Acanthaceae,NA,Hygrophila
471,Hygrophila hippuroides,Hygrophila,Acanthaceae,NA,Hygrophila
472,Hygrophila katangensis,Hygrophila,Acanthaceae,NA,Hygrophila
473,Hygrophila laevis,Hygrophila,Acanthaceae,NA,Hygrophila
474,Hygrophila mediatrix,Hygrophila,Acanthaceae,NA,Hygrophila
475,Hygrophila micrantha,Hygrophila,Acanthaceae,NA,Hygrophila
476,Hygrophila niokoloensis,Hygrophila,Acanthaceae,NA,Hygrophila
477,Hygrophila odora,Hygrophila,Acanthaceae,NA,Hygrophila
478,Hygrophila pilosa,Hygrophila,Acanthaceae,NA,Hygrophila
479,Hygrophila pobeguinii,Hygrophila,Acanthaceae,NA,Hygrophila
480,Hygrophila richardsiae,Hygrophila,Acanthaceae,NA,Hygrophila
481,Hygrophila schulli,Hygrophila,Acanthaceae,NA,Hygrophila
482,Hygrophila senegalensis,Hygrophila,Acanthaceae,NA,Hygrophila
483,Hygrophila spiciformis,Hygrophila,Acanthaceae,NA,Hygrophila
484,Hygrophila uliginosa,Hygrophila,Acanthaceae,NA,Hygrophila
485,Hypoestes aristata,Hypoestes,Acanthaceae,NA,Hypoestes
486,Hypoestes cancellata,Hypoestes,Acanthaceae,NA,Hypoestes
487,Hypoestes cinerea,Hypoestes,Acanthaceae,NA,Hypoestes
488,Hypoestes consanguinea,Hypoestes,Acanthaceae,NA,Hypoestes
489,Hypoestes forskaolii,Hypoestes,Acanthaceae,NA,Hypoestes
490,Hypoestes grandifolia,Hypoestes,Acanthaceae,NA,Hypoestes
491,Hypoestes potamophila,Hypoestes,Acanthaceae,NA,Hypoestes
492,Hypoestes rosea,Hypoestes,Acanthaceae,NA,Hypoestes
493,Hypoestes strobilifera,Hypoestes,Acanthaceae,NA,Hypoestes
494,Hypoestes triflora,Hypoestes,Acanthaceae,NA,Hypoestes
495,Isoglossa anisophylla,Isoglossa,Acanthaceae,NA,Isoglossa
496,Isoglossa bondwaensis,Isoglossa,Acanthaceae,NA,Isoglossa
497,Isoglossa bracteosa,Isoglossa,Acanthaceae,NA,Isoglossa
498,Isoglossa bruceae,Isoglossa,Acanthaceae,NA,Isoglossa
499,Isoglossa candelabrum,Isoglossa,Acanthaceae,NA,Isoglossa
500,Isoglossa congesta,Isoglossa,Acanthaceae,NA,Isoglossa
501,Isoglossa cyclophylla,Isoglossa,Acanthaceae,NA,Isoglossa
502,Isoglossa dispersa,Isoglossa,Acanthaceae,NA,Isoglossa
503,Isoglossa eylesii,Isoglossa,Acanthaceae,NA,Isoglossa
504,Isoglossa faulknerae,Isoglossa,Acanthaceae,NA,Isoglossa
505,Isoglossa floribunda,Isoglossa,Acanthaceae,NA,Isoglossa
506,Isoglossa glandulifera,Isoglossa,Acanthaceae,NA,Isoglossa
507,Isoglossa grandiflora,Isoglossa,Acanthaceae,NA,Isoglossa
508,Isoglossa gregorii,Isoglossa,Acanthaceae,NA,Isoglossa
509,Isoglossa humbertii,Isoglossa,Acanthaceae,NA,Isoglossa
510,Isoglossa hypoestiflora,Isoglossa,Acanthaceae,NA,Isoglossa
511,Isoglossa ixodes,Isoglossa,Acanthaceae,NA,Isoglossa
512,Isoglossa lactea,Isoglossa,Acanthaceae,NA,Isoglossa
513,Isoglossa laxa,Isoglossa,Acanthaceae,NA,Isoglossa
514,Isoglossa laxiflora,Isoglossa,Acanthaceae,NA,Isoglossa
515,Isoglossa masisiensis,Isoglossa,Acanthaceae,NA,Isoglossa
516,Isoglossa mbalensis,Isoglossa,Acanthaceae,NA,Isoglossa
517,Isoglossa membranacea,Isoglossa,Acanthaceae,NA,Isoglossa
518,Isoglossa milanjiensis,Isoglossa,Acanthaceae,NA,Isoglossa
519,Isoglossa multinervis,Isoglossa,Acanthaceae,NA,Isoglossa
520,Isoglossa nervosa,Isoglossa,Acanthaceae,NA,Isoglossa
521,Isoglossa oreacanthoides,Isoglossa,Acanthaceae,NA,Isoglossa
522,Isoglossa ovata,Isoglossa,Acanthaceae,NA,Isoglossa
523,Isoglossa parvifolia,Isoglossa,Acanthaceae,NA,Isoglossa
524,Isoglossa paucinervis,Isoglossa,Acanthaceae,NA,Isoglossa
525,Isoglossa pawekiae,Isoglossa,Acanthaceae,NA,Isoglossa
526,Isoglossa punctata,Isoglossa,Acanthaceae,NA,Isoglossa
527,Isoglossa rubescens,Isoglossa,Acanthaceae,NA,Isoglossa
528,Isoglossa rungioides,Isoglossa,Acanthaceae,NA,Isoglossa
529,Isoglossa runssorica,Isoglossa,Acanthaceae,NA,Isoglossa
530,Isoglossa somalensis,Isoglossa,Acanthaceae,NA,Isoglossa
531,Isoglossa strigosula,Isoglossa,Acanthaceae,NA,Isoglossa
532,Isoglossa substrobilina,Isoglossa,Acanthaceae,NA,Isoglossa
533,Isoglossa ufipensis,Isoglossa,Acanthaceae,NA,Isoglossa
534,Isoglossa variegata,Isoglossa,Acanthaceae,NA,Isoglossa
535,Isoglossa ventricosa,Isoglossa,Acanthaceae,NA,Isoglossa
536,Isoglossa vulcanicola,Isoglossa,Acanthaceae,NA,Isoglossa
537,Justicia aconitiflora,Justicia,Acanthaceae,NA,Justicia
538,Justicia acutifolia,Justicia,Acanthaceae,NA,Justicia
539,Justicia adhatodoides,Justicia,Acanthaceae,NA,Justicia
540,Justicia alchorneeticola,Justicia,Acanthaceae,NA,Justicia
541,Justicia amanda,Justicia,Acanthaceae,NA,Justicia
542,Justicia anagalloides,Justicia,Acanthaceae,NA,Justicia
543,Justicia anisophylla,Justicia,Acanthaceae,NA,Justicia
544,Justicia anselliana,Justicia,Acanthaceae,NA,Justicia
545,Justicia asystasioides,Justicia,Acanthaceae,NA,Justicia
546,Justicia baravensis,Justicia,Acanthaceae,NA,Justicia
547,Justicia baronii,Justicia,Acanthaceae,NA,Justicia
548,Justicia beloperonoides,Justicia,Acanthaceae,NA,Justicia
549,Justicia bequaerti,Justicia,Acanthaceae,NA,Justicia
550,Justicia betonica,Justicia,Acanthaceae,NA,Justicia
551,Justicia biokoensis,Justicia,Acanthaceae,NA,Justicia
552,Justicia bizuneshiae,Justicia,Acanthaceae,NA,Justicia
553,Justicia boaleri,Justicia,Acanthaceae,NA,Justicia
554,Justicia bracteata,Justicia,Acanthaceae,NA,Justicia
555,Justicia brevipedunculata,Justicia,Acanthaceae,NA,Justicia
556,Justicia brevipila,Justicia,Acanthaceae,NA,Justicia
557,Justicia breviracemosa,Justicia,Acanthaceae,NA,Justicia
558,Justicia bridsoniana,Justicia,Acanthaceae,NA,Justicia
559,Justicia caerulea,Justicia,Acanthaceae,NA,Justicia
560,Justicia callopsoidea,Justicia,Acanthaceae,NA,Justicia
561,Justicia calyculata,Justicia,Acanthaceae,NA,Justicia
562,Justicia camerunensis,Justicia,Acanthaceae,NA,Justicia
563,Justicia campylostemon,Justicia,Acanthaceae,NA,Justicia
564,Justicia capensis,Justicia,Acanthaceae,NA,Justicia
565,Justicia chalaensis,Justicia,Acanthaceae,NA,Justicia
566,Justicia claessensii,Justicia,Acanthaceae,NA,Justicia
567,Justicia cordata,Justicia,Acanthaceae,NA,Justicia
568,Justicia crassiradix,Justicia,Acanthaceae,NA,Justicia
569,Justicia cufodontii,Justicia,Acanthaceae,NA,Justicia
570,Justicia cuneata,Justicia,Acanthaceae,NA,Justicia
571,Justicia dalaensis,Justicia,Acanthaceae,NA,Justicia
572,Justicia diclipteroides,Justicia,Acanthaceae,NA,Justicia
573,Justicia diffusa,Justicia,Acanthaceae,NA,Justicia
574,Justicia elegantula,Justicia,Acanthaceae,NA,Justicia
575,Justicia elliotii,Justicia,Acanthaceae,NA,Justicia
576,Justicia eminii,Justicia,Acanthaceae,NA,Justicia
577,Justicia engleriana,Justicia,Acanthaceae,NA,Justicia
578,Justicia euosmia,Justicia,Acanthaceae,NA,Justicia
579,Justicia exigua,Justicia,Acanthaceae,NA,Justicia
580,Justicia extensa,Justicia,Acanthaceae,NA,Justicia
581,Justicia faulknerae,Justicia,Acanthaceae,NA,Justicia
582,Justicia fischeri,Justicia,Acanthaceae,NA,Justicia
583,Justicia fittonioides,Justicia,Acanthaceae,NA,Justicia
584,Justicia flava,Justicia,Acanthaceae,NA,Justicia
585,Justicia galeata,Justicia,Acanthaceae,NA,Justicia
586,Justicia gesneriflora,Justicia,Acanthaceae,NA,Justicia
587,Justicia gladiatotheca,Justicia,Acanthaceae,NA,Justicia
588,Justicia grandis,Justicia,Acanthaceae,NA,Justicia
589,Justicia grisea,Justicia,Acanthaceae,NA,Justicia
590,Justicia guerkeana,Justicia,Acanthaceae,NA,Justicia
591,Justicia guineensis,Justicia,Acanthaceae,NA,Justicia
592,Justicia heineana,Justicia,Acanthaceae,NA,Justicia
593,Justicia hepperi,Justicia,Acanthaceae,NA,Justicia
594,Justicia heterocarpa,Justicia,Acanthaceae,NA,Justicia
595,Justicia heterotricha,Justicia,Acanthaceae,NA,Justicia
596,Justicia hoerleiniana,Justicia,Acanthaceae,NA,Justicia
597,Justicia inaequifolia,Justicia,Acanthaceae,NA,Justicia
598,Justicia insularis,Justicia,Acanthaceae,NA,Justicia
599,Justicia interrupta,Justicia,Acanthaceae,NA,Justicia
600,Justicia irumuensis,Justicia,Acanthaceae,NA,Justicia
601,Justicia jamisonii,Justicia,Acanthaceae,NA,Justicia
602,Justicia kirkiana,Justicia,Acanthaceae,NA,Justicia
603,Justicia kucharii,Justicia,Acanthaceae,NA,Justicia
604,Justicia ladanoides,Justicia,Acanthaceae,NA,Justicia
605,Justicia laxa,Justicia,Acanthaceae,NA,Justicia
606,Justicia lazarus,Justicia,Acanthaceae,NA,Justicia
607,Justicia lenticellata,Justicia,Acanthaceae,NA,Justicia
608,Justicia leucoxiphus,Justicia,Acanthaceae,NA,Justicia
609,Justicia linearispica,Justicia,Acanthaceae,NA,Justicia
610,Justicia lithospermoides,Justicia,Acanthaceae,NA,Justicia
611,Justicia lukei,Justicia,Acanthaceae,NA,Justicia
612,Justicia luteocinerea,Justicia,Acanthaceae,NA,Justicia
613,Justicia mariae,Justicia,Acanthaceae,NA,Justicia
614,Justicia matammensis,Justicia,Acanthaceae,NA,Justicia
615,Justicia maxima,Justicia,Acanthaceae,NA,Justicia
616,Justicia mendoncae,Justicia,Acanthaceae,NA,Justicia
617,Justicia metallorum,Justicia,Acanthaceae,NA,Justicia
618,Justicia microphylla,Justicia,Acanthaceae,NA,Justicia
619,Justicia microthyrsa,Justicia,Acanthaceae,NA,Justicia
620,Justicia migeodii,Justicia,Acanthaceae,NA,Justicia
621,Justicia minutifolia,Justicia,Acanthaceae,NA,Justicia
622,Justicia mkungweensis,Justicia,Acanthaceae,NA,Justicia
623,Justicia mollugo,Justicia,Acanthaceae,NA,Justicia
624,Justicia namaensis,Justicia,Acanthaceae,NA,Justicia
625,Justicia nanofrutex,Justicia,Acanthaceae,NA,Justicia
626,Justicia nigerica,Justicia,Acanthaceae,NA,Justicia
627,Justicia nilgherrensis,Justicia,Acanthaceae,NA,Justicia
628,Justicia niokolo-kobae,Justicia,Acanthaceae,NA,Justicia
629,Justicia nuttii,Justicia,Acanthaceae,NA,Justicia
630,Justicia nyassana,Justicia,Acanthaceae,NA,Justicia
631,Justicia oblongifolia,Justicia,Acanthaceae,NA,Justicia
632,Justicia obscondila,Justicia,Acanthaceae,NA,Justicia
633,Justicia odora,Justicia,Acanthaceae,NA,Justicia
634,Justicia orbicularis,Justicia,Acanthaceae,NA,Justicia
635,Justicia orchioides,Justicia,Acanthaceae,NA,Justicia
636,Justicia ornatopila,Justicia,Acanthaceae,NA,Justicia
637,Justicia palustris,Justicia,Acanthaceae,NA,Justicia
638,Justicia paucifolia,Justicia,Acanthaceae,NA,Justicia
639,Justicia paxiana,Justicia,Acanthaceae,NA,Justicia
640,Justicia pedemontana,Justicia,Acanthaceae,NA,Justicia
641,Justicia petiolaris,Justicia,Acanthaceae,NA,Justicia
642,Justicia petterssonii,Justicia,Acanthaceae,NA,Justicia
643,Justicia phillipsiae,Justicia,Acanthaceae,NA,Justicia
644,Justicia phlomoides,Justicia,Acanthaceae,NA,Justicia
645,Justicia phyllostachys,Justicia,Acanthaceae,NA,Justicia
646,Justicia pinguior,Justicia,Acanthaceae,NA,Justicia
647,Justicia platysepala,Justicia,Acanthaceae,NA,Justicia
648,Justicia potamophila,Justicia,Acanthaceae,NA,Justicia
649,Justicia preussii,Justicia,Acanthaceae,NA,Justicia
650,Justicia protracta,Justicia,Acanthaceae,NA,Justicia
651,Justicia pseudorungia,Justicia,Acanthaceae,NA,Justicia
652,Justicia rendlei,Justicia,Acanthaceae,NA,Justicia
653,Justicia richardsiae,Justicia,Acanthaceae,NA,Justicia
654,Justicia rodgersii,Justicia,Acanthaceae,NA,Justicia
655,Justicia roseobracteata,Justicia,Acanthaceae,NA,Justicia
656,Justicia ruwenzoriensis,Justicia,Acanthaceae,NA,Justicia
657,Justicia salvioides,Justicia,Acanthaceae,NA,Justicia
658,Justicia scabrula,Justicia,Acanthaceae,NA,Justicia
659,Justicia scandens,Justicia,Acanthaceae,NA,Justicia
660,Justicia schimperiana,Justicia,Acanthaceae,NA,Justicia
661,Justicia schoënsis,Justicia,Acanthaceae,NA,Justicia
662,Justicia scutifera,Justicia,Acanthaceae,NA,Justicia
663,Justicia stachytarphetoides,Justicia,Acanthaceae,NA,Justicia
664,Justicia striata,Justicia,Acanthaceae,NA,Justicia
665,Justicia striolata,Justicia,Acanthaceae,NA,Justicia
666,Justicia subsessilis,Justicia,Acanthaceae,NA,Justicia
667,Justicia sulphuriflora,Justicia,Acanthaceae,NA,Justicia
668,Justicia syncollotheca,Justicia,Acanthaceae,NA,Justicia
669,Justicia telloensis,Justicia,Acanthaceae,NA,Justicia
670,Justicia tenella,Justicia,Acanthaceae,NA,Justicia
671,Justicia tenuipes,Justicia,Acanthaceae,NA,Justicia
672,Justicia thiniophila,Justicia,Acanthaceae,NA,Justicia
673,Justicia tigrina,Justicia,Acanthaceae,NA,Justicia
674,Justicia toroensis,Justicia,Acanthaceae,NA,Justicia
675,Justicia tricostata,Justicia,Acanthaceae,NA,Justicia
676,Justicia tutukuensis,Justicia,Acanthaceae,NA,Justicia
677,Justicia udzungwaensis,Justicia,Acanthaceae,NA,Justicia
678,Justicia ukagurensis,Justicia,Acanthaceae,NA,Justicia
679,Justicia unyorensis,Justicia,Acanthaceae,NA,Justicia
680,Justicia upembensis,Justicia,Acanthaceae,NA,Justicia
681,Justicia violaceotincta,Justicia,Acanthaceae,NA,Justicia
682,Kosmosiphon azureus,Kosmosiphon,Acanthaceae,NA,Kosmosiphon
683,Lankesteria alba,Lankesteria,Acanthaceae,NA,Lankesteria
684,Lankesteria barteri,Lankesteria,Acanthaceae,NA,Lankesteria
685,Lankesteria brevior,Lankesteria,Acanthaceae,NA,Lankesteria
686,Lankesteria elegans,Lankesteria,Acanthaceae,NA,Lankesteria
687,Lankesteria hispida,Lankesteria,Acanthaceae,NA,Lankesteria
688,Lankesteria thyrsoidea,Lankesteria,Acanthaceae,NA,Lankesteria
689,Lepidagathis alopecuroides,Lepidagathis,Acanthaceae,NA,Lepidagathis
690,Lepidagathis andersoniana,Lepidagathis,Acanthaceae,NA,Lepidagathis
691,Lepidagathis anobrya,Lepidagathis,Acanthaceae,NA,Lepidagathis
692,Lepidagathis appendiculata,Lepidagathis,Acanthaceae,NA,Lepidagathis
693,Lepidagathis calycina,Lepidagathis,Acanthaceae,NA,Lepidagathis
694,Lepidagathis capituliformis,Lepidagathis,Acanthaceae,NA,Lepidagathis
695,Lepidagathis collina,Lepidagathis,Acanthaceae,NA,Lepidagathis
696,Lepidagathis diversa,Lepidagathis,Acanthaceae,NA,Lepidagathis
697,Lepidagathis epacridea,Lepidagathis,Acanthaceae,NA,Lepidagathis
698,Lepidagathis eriocephala,Lepidagathis,Acanthaceae,NA,Lepidagathis
699,Lepidagathis fimbriata,Lepidagathis,Acanthaceae,NA,Lepidagathis
700,Lepidagathis fischeri,Lepidagathis,Acanthaceae,NA,Lepidagathis
701,Lepidagathis glandulosa,Lepidagathis,Acanthaceae,NA,Lepidagathis
702,Lepidagathis gossweileri,Lepidagathis,Acanthaceae,NA,Lepidagathis
703,Lepidagathis hamiltoniana,Lepidagathis,Acanthaceae,NA,Lepidagathis
704,Lepidagathis heudelotiana,Lepidagathis,Acanthaceae,NA,Lepidagathis
705,Lepidagathis lanatoglabra,Lepidagathis,Acanthaceae,NA,Lepidagathis
706,Lepidagathis macrochila,Lepidagathis,Acanthaceae,NA,Lepidagathis
707,Lepidagathis nemorosa,Lepidagathis,Acanthaceae,NA,Lepidagathis
708,Lepidagathis pallescens,Lepidagathis,Acanthaceae,NA,Lepidagathis
709,Lepidagathis peniculifera,Lepidagathis,Acanthaceae,NA,Lepidagathis
710,Lepidagathis pobeguinii,Lepidagathis,Acanthaceae,NA,Lepidagathis
711,Lepidagathis rogersii,Lepidagathis,Acanthaceae,NA,Lepidagathis
712,Lepidagathis scabra,Lepidagathis,Acanthaceae,NA,Lepidagathis
713,Lepidagathis scariosa,Lepidagathis,Acanthaceae,NA,Lepidagathis
714,Lepidagathis sericea,Lepidagathis,Acanthaceae,NA,Lepidagathis
715,Lepidagathis villosa,Lepidagathis,Acanthaceae,NA,Lepidagathis
716,Megalochlamys hamata,Megalochlamys,Acanthaceae,NA,Megalochlamys
717,Megalochlamys kenyensis,Megalochlamys,Acanthaceae,NA,Megalochlamys
718,Megalochlamys linifolia,Megalochlamys,Acanthaceae,NA,Megalochlamys
719,Megalochlamys marlothii,Megalochlamys,Acanthaceae,NA,Megalochlamys
720,Megalochlamys ogadenensis,Megalochlamys,Acanthaceae,NA,Megalochlamys
721,Megalochlamys revoluta,Megalochlamys,Acanthaceae,NA,Megalochlamys
722,Megalochlamys tanaensis,Megalochlamys,Acanthaceae,NA,Megalochlamys
723,Megalochlamys tanzaniensis,Megalochlamys,Acanthaceae,NA,Megalochlamys
724,Megalochlamys trinervia,Megalochlamys,Acanthaceae,NA,Megalochlamys
725,Megalochlamys violacea,Megalochlamys,Acanthaceae,NA,Megalochlamys
726,Mellera congdonii,Mellera,Acanthaceae,NA,Mellera
727,Mellera lobulata,Mellera,Acanthaceae,NA,Mellera
728,Mellera menthiodora,Mellera,Acanthaceae,NA,Mellera
729,Mellera nyassana,Mellera,Acanthaceae,NA,Mellera
730,Mendoncia combretoides,Mendoncia,Acanthaceae,NA,Mendoncia
731,Mendoncia gilgiana,Mendoncia,Acanthaceae,NA,Mendoncia
732,Mendoncia iodioides,Mendoncia,Acanthaceae,NA,Mendoncia
733,Mendoncia kupensis,Mendoncia,Acanthaceae,NA,Mendoncia
734,Mendoncia lindaviana,Mendoncia,Acanthaceae,NA,Mendoncia
735,Mendoncia phytocrenoides,Mendoncia,Acanthaceae,NA,Mendoncia
736,Mendoncia rabiensis,Mendoncia,Acanthaceae,NA,Mendoncia
737,Metarungia galpinii,Metarungia,Acanthaceae,NA,Metarungia
738,Metarungia lukafuensis,Metarungia,Acanthaceae,NA,Metarungia
739,Mimulopsis alpina,Mimulopsis,Acanthaceae,NA,Mimulopsis
740,Mimulopsis arborescens,Mimulopsis,Acanthaceae,NA,Mimulopsis
741,Mimulopsis dasyphylla,Mimulopsis,Acanthaceae,NA,Mimulopsis
742,Mimulopsis elliotii,Mimulopsis,Acanthaceae,NA,Mimulopsis
743,Mimulopsis excellens,Mimulopsis,Acanthaceae,NA,Mimulopsis
744,Mimulopsis kilimandscharica,Mimulopsis,Acanthaceae,NA,Mimulopsis
